word,meaning,source_sentence,target_sentence,input_text,target_text
Hôi hành,Mùi hôi nách (từ lóng ám chỉ người bị viêm cánh).,Đi dưới gió cái thằng hôi hành khó chịu quá trời.,Đi xuôi chiều gió ngửi mùi hôi nách của gã đó khó chịu kinh khủng.,Hôi hành [SEP] Mùi hôi nách (từ lóng ám chỉ người bị viêm cánh). [SEP] Đi dưới gió cái thằng hôi hành khó chịu quá trời.,Đi xuôi chiều gió ngửi mùi hôi nách của gã đó khó chịu kinh khủng.
Miếng,"Mảnh vỡ sành sứ, mảnh bom đạn mảnh chai, mảnh sọ dừa.",Có ngày ăn miếng đó nghen em.,Có ngày ăn mảnh đạn đó nhé em.,"Miếng [SEP] Mảnh vỡ sành sứ, mảnh bom đạn mảnh chai, mảnh sọ dừa. [SEP] Có ngày ăn miếng đó nghen em.",Có ngày ăn mảnh đạn đó nhé em.
Tứ tung bình tàng,Văng khắp mọi nơi,Đồ đạc văng tứ tung bình tàng.,Đồ đạc văng lung tung khắp nơi.,Tứ tung bình tàng [SEP] Văng khắp mọi nơi [SEP] Đồ đạc văng tứ tung bình tàng.,Đồ đạc văng lung tung khắp nơi.
Quáu (1),"Cong, co cụm vào","Bà Tư giải thích cho tụi nhỏ nghe về quáu, tụi nhỏ gật gù.","Bà Tư giải thích cho bọn nhỏ nghe về cong, bọn nhỏ gật gù.","Quáu (1) [SEP] Cong, co cụm vào [SEP] Bà Tư giải thích cho tụi nhỏ nghe về quáu, tụi nhỏ gật gù.","Bà Tư giải thích cho bọn nhỏ nghe về cong, bọn nhỏ gật gù."
Quay quắt,"Bồn chồn, đứng ngồi không yên","Tao học được cái quay quắt này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái bồn chồn này từ hồi nhỏ, giờ vẫn nhớ.","Quay quắt [SEP] Bồn chồn, đứng ngồi không yên [SEP] Tao học được cái quay quắt này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái bồn chồn này từ hồi nhỏ, giờ vẫn nhớ."
Rặt nòi ròng,"Thuần chủng, nguyên chất",Nếp rặt ròng không pha cồn.,Gạo nếp nguyên chất không pha tạp.,"Rặt nòi ròng [SEP] Thuần chủng, nguyên chất [SEP] Nếp rặt ròng không pha cồn.",Gạo nếp nguyên chất không pha tạp.
Nhớ trực,"Nhớ sực, sực nhớ ra điều gì đó.",Kế ấy tĩnh trí nhớ trực thầy tu nằm dưới tôi,"Khi ấy bình tâm lại, sực nhớ ra thầy tu nằm dưới tôi","Nhớ trực [SEP] Nhớ sực, sực nhớ ra điều gì đó. [SEP] Kế ấy tĩnh trí nhớ trực thầy tu nằm dưới tôi","Khi ấy bình tâm lại, sực nhớ ra thầy tu nằm dưới tôi"
Thơ thới,Thư thái dễ chịu,"Ở dưới quê người ta hay thơ thới lắm, trên này ít hơn.","Ở dưới quê người ta hay thư thái dễ chịu lắm, trên này ít hơn.","Thơ thới [SEP] Thư thái dễ chịu [SEP] Ở dưới quê người ta hay thơ thới lắm, trên này ít hơn.","Ở dưới quê người ta hay thư thái dễ chịu lắm, trên này ít hơn."
Bò bô Bò cổ,Loại bò to con có bướu trên cổ,"Đôi bò bô này cộ lúa, kéo xe là hết ý","Đôi bò bướu này chở lúa, kéo xe là tuyệt vời","Bò bô Bò cổ [SEP] Loại bò to con có bướu trên cổ [SEP] Đôi bò bô này cộ lúa, kéo xe là hết ý","Đôi bò bướu này chở lúa, kéo xe là tuyệt vời"
Thổ Thổ địa Thổ mộ,Người Miên Rành địa bàn Xe ngựa,Xe thổ mộ chạy lộc cốc trên đường.,Xe ngựa có mui chạy lộc cộc trên đường.,Thổ Thổ địa Thổ mộ [SEP] Người Miên Rành địa bàn Xe ngựa [SEP] Xe thổ mộ chạy lộc cốc trên đường.,Xe ngựa có mui chạy lộc cộc trên đường.
Ác đạn cu li,"ác đạn, cách nói có chất dân dã, mang nhiều sắc thái vui đùa",Cái máy chụp hình này ác đạn cu li thật Chắc là mắc lắm đó,"Cái máy chụp hình này độc đáo thật Chắc là mắc lắm đó,","Ác đạn cu li [SEP] ác đạn, cách nói có chất dân dã, mang nhiều sắc thái vui đùa [SEP] Cái máy chụp hình này ác đạn cu li thật Chắc là mắc lắm đó","Cái máy chụp hình này độc đáo thật Chắc là mắc lắm đó,"
Ăn gỏi,"Rất dễ dàng, không trở ngại khó khăn gì","Cái đó tớ làm coi như ăn gỏi, chứ có khó khăn gì đâu, mà cậu thách đố tớ","Cái đó tớ làm dễ như bỡn, chứ có khó khăn gì đâu, mà cậu thách đố tớ","Ăn gỏi [SEP] Rất dễ dàng, không trở ngại khó khăn gì [SEP] Cái đó tớ làm coi như ăn gỏi, chứ có khó khăn gì đâu, mà cậu thách đố tớ","Cái đó tớ làm dễ như bỡn, chứ có khó khăn gì đâu, mà cậu thách đố tớ"
Chưn bầu,Cây trâm bầu (cây hoang ở bờ đê),Buổi trưa đi ruộng nhờ có đám chưn bầu cũng có chỗ ăn cơm và nghỉ ngơi thoải mái,Buổi trưa đi làm đồng nhờ có rặng cây trâm bầu râm mát nên cũng có chỗ để ngồi ăn cơm và nghỉ ngơi thoải mái,Chưn bầu [SEP] Cây trâm bầu (cây hoang ở bờ đê) [SEP] Buổi trưa đi ruộng nhờ có đám chưn bầu cũng có chỗ ăn cơm và nghỉ ngơi thoải mái,Buổi trưa đi làm đồng nhờ có rặng cây trâm bầu râm mát nên cũng có chỗ để ngồi ăn cơm và nghỉ ngơi thoải mái
Ăn dộng,"Cách nói dỗi lẫy, đưa hết cho ai cái gì mà thâm tâm không vừa lòng (hoặc ăn ngốn).","Đưa cho nó, để nó ăn dộng gì ăn đi, tao khỏi nhìn.","Đưa cho nó, để nó muốn tọng vào mồm gì thì tọng đi, tôi khỏi nhìn.","Ăn dộng [SEP] Cách nói dỗi lẫy, đưa hết cho ai cái gì mà thâm tâm không vừa lòng (hoặc ăn ngốn). [SEP] Đưa cho nó, để nó ăn dộng gì ăn đi, tao khỏi nhìn.","Đưa cho nó, để nó muốn tọng vào mồm gì thì tọng đi, tôi khỏi nhìn."
Bơ hơ Bơ hơ bải hải,"Ngơ ngác, hoảng sợ",Chạy đi với vẻ mặt bơ hơ bải hải như vậy?,Chạy đi với vẻ mặt ngơ ngác hoảng sợ như vậy?,"Bơ hơ Bơ hơ bải hải [SEP] Ngơ ngác, hoảng sợ [SEP] Chạy đi với vẻ mặt bơ hơ bải hải như vậy?",Chạy đi với vẻ mặt ngơ ngác hoảng sợ như vậy?
Siêng sắng,"Cần cù, lanh lợi","Hổm rày con bạn cứ siêng sắng hoài, có chuyện gì vậy?","Dạo này bạn nữ cứ cần cù mãi, có chuyện gì vậy?","Siêng sắng [SEP] Cần cù, lanh lợi [SEP] Hổm rày con bạn cứ siêng sắng hoài, có chuyện gì vậy?","Dạo này bạn nữ cứ cần cù mãi, có chuyện gì vậy?"
Xeo nạy,Khiếu nại châm chọc,Cái thằng chuyên đi xeo nạy.,Cái thằng chuyên đi bắt bẻ/mỉa mai.,Xeo nạy [SEP] Khiếu nại châm chọc [SEP] Cái thằng chuyên đi xeo nạy.,Cái thằng chuyên đi bắt bẻ/mỉa mai.
Lúi cúi,"Cặm cụi, lúi húi",Trẻ con trần truồng lúi cúi,Trẻ con cởi truồng lúi húi tát mấy vũng nước,"Lúi cúi [SEP] Cặm cụi, lúi húi [SEP] Trẻ con trần truồng lúi cúi",Trẻ con cởi truồng lúi húi tát mấy vũng nước
Mềm mủm,"Rất mềm, mềm nhũn, tan biến dễ dàng (đồ ăn nhừ, thịt non).",Tay chân em bé mềm múp,Tay chân em bé non nớt,"Mềm mủm [SEP] Rất mềm, mềm nhũn, tan biến dễ dàng (đồ ăn nhừ, thịt non). [SEP] Tay chân em bé mềm múp",Tay chân em bé non nớt
Lựng khựng,Chạy giật cục làm ăn trục trặc đứng chật chội cản lối.,Xe chạy lựng khựng,Xe chạy giật cục,Lựng khựng [SEP] Chạy giật cục làm ăn trục trặc đứng chật chội cản lối. [SEP] Xe chạy lựng khựng,Xe chạy giật cục
Cây nò,Cọc cắm trên sông giữ lưới hoặc làm mốc cảnh báo,Khen ai khéo cắm cây nò giữa sông,Khen ai khéo cắm chiếc cọc giữ lưới giữa dòng sông,Cây nò [SEP] Cọc cắm trên sông giữ lưới hoặc làm mốc cảnh báo [SEP] Khen ai khéo cắm cây nò giữa sông,Khen ai khéo cắm chiếc cọc giữ lưới giữa dòng sông
Còn ngòi,"Cơm bị sống lõi, hạt sượng ở giữa","Cơm còn ngòi ăn gì được mà ăn, đem bắc lên bếp một lát nữa đi","Cơm còn sượng lõi ăn sao được, đem đặt lên bếp nấu thêm một lúc nữa đi","Còn ngòi [SEP] Cơm bị sống lõi, hạt sượng ở giữa [SEP] Cơm còn ngòi ăn gì được mà ăn, đem bắc lên bếp một lát nữa đi","Cơm còn sượng lõi ăn sao được, đem đặt lên bếp nấu thêm một lúc nữa đi"
Ngùng ngằng,"Vùng vằng, biểu",Mới rầy la xíu xiu mà làm gì ngùng ngằng mặt sưng mày xỉa vầy nè.,Mới la mắng một tí mà làm gì vùng vằng mặt sưng mày xỉa lên thế này.,"Ngùng ngằng [SEP] Vùng vằng, biểu [SEP] Mới rầy la xíu xiu mà làm gì ngùng ngằng mặt sưng mày xỉa vầy nè.",Mới la mắng một tí mà làm gì vùng vằng mặt sưng mày xỉa lên thế này.
Kiếng,"1. Kính (thuỷ tinh, gương, kính hiển vi).2. Kính (đeo mắt).","Anh ơi, đưa hộp kiếng em bỏ chữ tang tình","Anh ơi, đưa hộp gương em bỏ chữ tang tình","Kiếng [SEP] 1. Kính (thuỷ tinh, gương, kính hiển vi).2. Kính (đeo mắt). [SEP] Anh ơi, đưa hộp kiếng em bỏ chữ tang tình","Anh ơi, đưa hộp gương em bỏ chữ tang tình"
Bới,Xới cơm từ nồi ra bát,Con bới cho ba thêm nửa chén thôi,Em xới thêm cho anh một bát cơm nữa nhé,Bới [SEP] Xới cơm từ nồi ra bát [SEP] Con bới cho ba thêm nửa chén thôi,Em xới thêm cho anh một bát cơm nữa nhé
Quái lương xế,Kẻ ăn cắp xe chuyên nghiệp,"Cái kiểu quái lương xế đó quen lắm rồi, ai ở đây cũng biết.","Cái kiểu kẻ ăn cắp xe chuyên nghiệp đó quen lắm rồi, ai ở đây cũng biết.","Quái lương xế [SEP] Kẻ ăn cắp xe chuyên nghiệp [SEP] Cái kiểu quái lương xế đó quen lắm rồi, ai ở đây cũng biết.","Cái kiểu kẻ ăn cắp xe chuyên nghiệp đó quen lắm rồi, ai ở đây cũng biết."
Nắc cục,Nấc cụt.,Ăn chi vội để nắc cục vậy chớ.,Ăn gì vội để nấc cụt vậy chứ.,Nắc cục [SEP] Nấc cụt. [SEP] Ăn chi vội để nắc cục vậy chớ.,Ăn gì vội để nấc cụt vậy chứ.
Bơ miệng Bơ mỏ Bơ mõm,Nhịn đói Làm ngơ không nói,Lục nồi cơm nguội coi - Rồi bơ miệng luôn,Lục nồi cơm nguội xem - Hết sạch nhịn đói luôn,Bơ miệng Bơ mỏ Bơ mõm [SEP] Nhịn đói Làm ngơ không nói [SEP] Lục nồi cơm nguội coi - Rồi bơ miệng luôn,Lục nồi cơm nguội xem - Hết sạch nhịn đói luôn
Tróng Trót Trót lọt,Trống nhà Vượt qua,"Hổm rày nó cứ tróng hoài, có chuyện gì vậy?","Dạo này nó cứ trống nhà mãi, có chuyện gì vậy?","Tróng Trót Trót lọt [SEP] Trống nhà Vượt qua [SEP] Hổm rày nó cứ tróng hoài, có chuyện gì vậy?","Dạo này nó cứ trống nhà mãi, có chuyện gì vậy?"
Chắt lót,"Chắt chiu, tằn tiện, dè sẻn tích cóp dành dụm","Gia đình đó đông miệng ăn mà ít người làm, họ phải sống chắt lót dữ lắm mới có tiền sắm đồ cho con","Gia đình đó neo người lao động mà lại đông nhân khẩu, họ phải chi tiêu dè sẻn chắt chiu tằn tiện lắm thì mới tích cóp đủ tiền sắm sửa quần áo mới cho các con","Chắt lót [SEP] Chắt chiu, tằn tiện, dè sẻn tích cóp dành dụm [SEP] Gia đình đó đông miệng ăn mà ít người làm, họ phải sống chắt lót dữ lắm mới có tiền sắm đồ cho con","Gia đình đó neo người lao động mà lại đông nhân khẩu, họ phải chi tiêu dè sẻn chắt chiu tằn tiện lắm thì mới tích cóp đủ tiền sắm sửa quần áo mới cho các con"
Lộn mèo,"Lộn nhào, ngã lăn quay nhiều vòng.",Con xô em té lộn mèo vậy chớ.,Con đẩy em ngã lộn nhào vậy chứ.,"Lộn mèo [SEP] Lộn nhào, ngã lăn quay nhiều vòng. [SEP] Con xô em té lộn mèo vậy chớ.",Con đẩy em ngã lộn nhào vậy chứ.
Em cột chèo,Em rể (lấy em gái của vợ),"Đây là thằng em cột chèo của tôi, ông cứ coi nó như tôi","Đây là chú em đồng rể của tôi, ông cứ coi nó như tôi","Em cột chèo [SEP] Em rể (lấy em gái của vợ) [SEP] Đây là thằng em cột chèo của tôi, ông cứ coi nó như tôi","Đây là chú em đồng rể của tôi, ông cứ coi nó như tôi"
Tần mần Tẩn mẩn,"Kiên trì, tỉ mỉ",Nó ngồi tần mần gỡ cuộn chỉ rối nùi.,Nó ngồi tỉ mẩn gỡ cuộn chỉ rối tung.,"Tần mần Tẩn mẩn [SEP] Kiên trì, tỉ mỉ [SEP] Nó ngồi tần mần gỡ cuộn chỉ rối nùi.",Nó ngồi tỉ mẩn gỡ cuộn chỉ rối tung.
Cây chà,Nhánh cây khô rụng lá cắm dưới sông dụ cá tôm.,Những cây chà được chở ra cắm dày đặc xuống đìa để làm chỗ dựa cho con cá...,Những cành cây khô được chở ra cắm dày đặc xuống ao làm chỗ trú ẩn cho đàn cá...,Cây chà [SEP] Nhánh cây khô rụng lá cắm dưới sông dụ cá tôm. [SEP] Những cây chà được chở ra cắm dày đặc xuống đìa để làm chỗ dựa cho con cá...,Những cành cây khô được chở ra cắm dày đặc xuống ao làm chỗ trú ẩn cho đàn cá...
Trèo đèo Trèo leo,Hỗn láo,"Chuyện trèo đèo này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện hỗn láo này nghe lạ nhưng thật đó, tớ chứng kiến.","Trèo đèo Trèo leo [SEP] Hỗn láo [SEP] Chuyện trèo đèo này nghe lạ nhưng thiệt đó, tao chứng kiến.","Chuyện hỗn láo này nghe lạ nhưng thật đó, tớ chứng kiến."
Nhắm,"Hướng vào đích xem ra, đoán chừng Một nắm tay Xem xét tình hình Nhâm nhi ngắm nghía.",Nhắm vào mày,Nhắm vào mày,"Nhắm [SEP] Hướng vào đích xem ra, đoán chừng Một nắm tay Xem xét tình hình Nhâm nhi ngắm nghía. [SEP] Nhắm vào mày",Nhắm vào mày
Mượn,"Vay, vay tiền có tính lãi.","Tôi đang kẹt tiền, chị có cho tôi mượn, tới tháng tôi trả lời chị mười phân.","Tôi đang kẹt tiền, chị cho tôi vay, tới tháng tôi trả lãi chị mười phân.","Mượn [SEP] Vay, vay tiền có tính lãi. [SEP] Tôi đang kẹt tiền, chị có cho tôi mượn, tới tháng tôi trả lời chị mười phân.","Tôi đang kẹt tiền, chị cho tôi vay, tới tháng tôi trả lãi chị mười phân."
Nước súp,"Nước luộc thịt, xương (từ gốc Pháp soupe).",Chị cho tôi xin một tô nước súp đi chị.,Chị cho tôi xin một bát nước canh xuyt nhé.,"Nước súp [SEP] Nước luộc thịt, xương (từ gốc Pháp soupe). [SEP] Chị cho tôi xin một tô nước súp đi chị.",Chị cho tôi xin một bát nước canh xuyt nhé.
Mạnh tông,Măng tre ngọt (măng mạnh tông).,"Ba cái măng mạnh tông này nấu với giò heo, ăn ngon thiệt.","Mấy củ măng ngọt này nấu với chân giò, ăn ngon thật.","Mạnh tông [SEP] Măng tre ngọt (măng mạnh tông). [SEP] Ba cái măng mạnh tông này nấu với giò heo, ăn ngon thiệt.","Mấy củ măng ngọt này nấu với chân giò, ăn ngon thật."
Giặp,"Đập mạnh hoặc giũ mạnh cho ráo, sạch",Con giặp cái thúng cho sạch rồi đưa cho má,Đập mạnh cái rổ cho ráo nước rồi hãy đem cất,"Giặp [SEP] Đập mạnh hoặc giũ mạnh cho ráo, sạch [SEP] Con giặp cái thúng cho sạch rồi đưa cho má",Đập mạnh cái rổ cho ráo nước rồi hãy đem cất
Rau nhút,Rau rút,Rau nhút ăn mắm kho là nhất.,Rau rút ăn với mắm kho là nhất.,Rau nhút [SEP] Rau rút [SEP] Rau nhút ăn mắm kho là nhất.,Rau rút ăn với mắm kho là nhất.
Đẻn cườm,"Loại đẻn có vảy màu lấm tấm, rất nguy hiểm",Mấy con đẻn cườm mới nguy hiểm hơn đó chứ,Những con rắn đẻn cườm này còn nguy hiểm hơn nhiều,"Đẻn cườm [SEP] Loại đẻn có vảy màu lấm tấm, rất nguy hiểm [SEP] Mấy con đẻn cườm mới nguy hiểm hơn đó chứ",Những con rắn đẻn cườm này còn nguy hiểm hơn nhiều
Ba Tàu Ba Tàu Chợ Lớn,Người Hoa kiều,Mấy thằng ba tàu nó buôn bán giỏi lắm,Mấy người Hoa họ buôn bán giỏi lắm,Ba Tàu Ba Tàu Chợ Lớn [SEP] Người Hoa kiều [SEP] Mấy thằng ba tàu nó buôn bán giỏi lắm,Mấy người Hoa họ buôn bán giỏi lắm
Bụp (2),"Uống (rượu bia) hoặc đánh, đấm đá vào người",Bụp cho nó một trận để nó biết anh Hai nó là ai,Đánh cho nó một trận để nó biết anh cả là ai,"Bụp (2) [SEP] Uống (rượu bia) hoặc đánh, đấm đá vào người [SEP] Bụp cho nó một trận để nó biết anh Hai nó là ai",Đánh cho nó một trận để nó biết anh cả là ai
